family,zone_rank,square_id,exp_id,horizon,delay_min,hold_min,on_ratio,episodes,missed_min,missed_min_std,missed_episodes,missed_episodes_std,on_min,on_min_std,switches,switches_std,chosen
lstm,1,5161,EXP-016,1.0,10.0,120.0,1.0,12,103.33333333333333,5.773502691896257,7.0,0.0,1076.6666666666667,15.275252316519468,4.0,0.0,True
lstm,1,5161,EXP-016,1.0,10.0,120.0,0.9,12,23.333333333333332,5.773502691896257,2.3333333333333335,0.5773502691896258,1713.3333333333333,32.145502536643185,8.0,0.0,False
lstm,1,5161,EXP-016,1.0,10.0,120.0,0.8,12,0.0,0.0,0.0,0.0,2620.0,26.457513110645905,8.0,0.0,False
arima,1,5161,EXP-047,3.0,0.0,0.0,1.0,12,90.0,,7.0,,1070.0,,7.0,,True
arima,1,5161,EXP-047,3.0,0.0,0.0,0.9,12,20.0,,2.0,,1560.0,,13.0,,False
arima,1,5161,EXP-047,3.0,0.0,0.0,0.8,12,0.0,,0.0,,2620.0,,18.0,,False
arima,1,5161,EXP-047,3.0,0.0,30.0,1.0,12,90.0,,7.0,,1100.0,,7.0,,False
arima,1,5161,EXP-047,3.0,0.0,30.0,0.9,12,20.0,,2.0,,1600.0,,11.0,,False
arima,1,5161,EXP-047,3.0,0.0,30.0,0.8,12,0.0,,0.0,,2680.0,,14.0,,False
arima,1,5161,EXP-047,3.0,0.0,60.0,1.0,12,90.0,,7.0,,1190.0,,7.0,,False
arima,1,5161,EXP-047,3.0,0.0,60.0,0.9,12,20.0,,2.0,,1630.0,,10.0,,False
arima,1,5161,EXP-047,3.0,0.0,60.0,0.8,12,0.0,,0.0,,2810.0,,14.0,,False
arima,1,5161,EXP-047,3.0,0.0,120.0,1.0,12,90.0,,7.0,,1360.0,,6.0,,False
arima,1,5161,EXP-047,3.0,0.0,120.0,0.9,12,20.0,,2.0,,1860.0,,9.0,,False
arima,1,5161,EXP-047,3.0,0.0,120.0,0.8,12,0.0,,0.0,,2900.0,,11.0,,False
arima,1,5161,EXP-047,3.0,10.0,0.0,1.0,12,90.0,,7.0,,1070.0,,7.0,,True
arima,1,5161,EXP-047,3.0,10.0,0.0,0.9,12,20.0,,2.0,,1560.0,,13.0,,False
arima,1,5161,EXP-047,3.0,10.0,0.0,0.8,12,0.0,,0.0,,2620.0,,18.0,,False
arima,1,5161,EXP-047,3.0,10.0,30.0,1.0,12,90.0,,7.0,,1100.0,,7.0,,False
arima,1,5161,EXP-047,3.0,10.0,30.0,0.9,12,20.0,,2.0,,1600.0,,11.0,,False
arima,1,5161,EXP-047,3.0,10.0,30.0,0.8,12,0.0,,0.0,,2680.0,,14.0,,False
arima,1,5161,EXP-047,3.0,10.0,60.0,1.0,12,90.0,,7.0,,1190.0,,7.0,,False
arima,1,5161,EXP-047,3.0,10.0,60.0,0.9,12,20.0,,2.0,,1630.0,,10.0,,False
arima,1,5161,EXP-047,3.0,10.0,60.0,0.8,12,0.0,,0.0,,2810.0,,14.0,,False
arima,1,5161,EXP-047,3.0,10.0,120.0,1.0,12,90.0,,7.0,,1360.0,,6.0,,False
arima,1,5161,EXP-047,3.0,10.0,120.0,0.9,12,20.0,,2.0,,1860.0,,9.0,,False
arima,1,5161,EXP-047,3.0,10.0,120.0,0.8,12,0.0,,0.0,,2900.0,,11.0,,False
lag1,1,5161,EXP-029,3.0,0.0,0.0,1.0,12,170.0,,8.0,,910.0,,13.0,,False
lag1,1,5161,EXP-029,3.0,0.0,0.0,0.9,12,50.0,,5.0,,1470.0,,21.0,,False
lag1,1,5161,EXP-029,3.0,0.0,0.0,0.8,12,10.0,,1.0,,2500.0,,19.0,,False
lag1,1,5161,EXP-029,3.0,0.0,30.0,1.0,12,130.0,,7.0,,1040.0,,10.0,,True
lag1,1,5161,EXP-029,3.0,0.0,30.0,0.9,12,30.0,,3.0,,1630.0,,17.0,,False
lag1,1,5161,EXP-029,3.0,0.0,30.0,0.8,12,10.0,,1.0,,2620.0,,14.0,,False
lag1,1,5161,EXP-029,3.0,0.0,60.0,1.0,12,120.0,,7.0,,1200.0,,9.0,,False
lag1,1,5161,EXP-029,3.0,0.0,60.0,0.9,12,40.0,,4.0,,1710.0,,13.0,,False
lag1,1,5161,EXP-029,3.0,0.0,60.0,0.8,12,10.0,,1.0,,2780.0,,14.0,,False
lag1,1,5161,EXP-029,3.0,0.0,120.0,1.0,12,100.0,,7.0,,1460.0,,7.0,,False
lag1,1,5161,EXP-029,3.0,0.0,120.0,0.9,12,30.0,,3.0,,2080.0,,11.0,,False
lag1,1,5161,EXP-029,3.0,0.0,120.0,0.8,12,10.0,,1.0,,2870.0,,11.0,,False
lag1,1,5161,EXP-029,3.0,10.0,0.0,1.0,12,170.0,,8.0,,910.0,,13.0,,False
lag1,1,5161,EXP-029,3.0,10.0,0.0,0.9,12,50.0,,5.0,,1470.0,,21.0,,False
lag1,1,5161,EXP-029,3.0,10.0,0.0,0.8,12,10.0,,1.0,,2500.0,,19.0,,False
lag1,1,5161,EXP-029,3.0,10.0,30.0,1.0,12,130.0,,7.0,,1040.0,,10.0,,True
lag1,1,5161,EXP-029,3.0,10.0,30.0,0.9,12,30.0,,3.0,,1630.0,,17.0,,False
lag1,1,5161,EXP-029,3.0,10.0,30.0,0.8,12,10.0,,1.0,,2620.0,,14.0,,False
lag1,1,5161,EXP-029,3.0,10.0,60.0,1.0,12,120.0,,7.0,,1200.0,,9.0,,False
lag1,1,5161,EXP-029,3.0,10.0,60.0,0.9,12,40.0,,4.0,,1710.0,,13.0,,False
lag1,1,5161,EXP-029,3.0,10.0,60.0,0.8,12,10.0,,1.0,,2780.0,,14.0,,False
lag1,1,5161,EXP-029,3.0,10.0,120.0,1.0,12,100.0,,7.0,,1460.0,,7.0,,False
lag1,1,5161,EXP-029,3.0,10.0,120.0,0.9,12,30.0,,3.0,,2080.0,,11.0,,False
lag1,1,5161,EXP-029,3.0,10.0,120.0,0.8,12,10.0,,1.0,,2870.0,,11.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,0.0,1.0,12,130.0,,9.0,,900.0,,5.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,0.0,0.9,12,90.0,,6.0,,1170.0,,14.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,0.0,0.8,12,40.0,,3.0,,1740.0,,17.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,30.0,1.0,12,130.0,,9.0,,950.0,,4.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,30.0,0.9,12,60.0,,5.0,,1330.0,,11.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,30.0,0.8,12,30.0,,2.0,,1880.0,,16.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,60.0,1.0,12,130.0,,9.0,,960.0,,3.0,,True
lag1008,1,5161,EXP-041,3.0,0.0,60.0,0.9,12,60.0,,5.0,,1500.0,,10.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,60.0,0.8,12,40.0,,3.0,,2000.0,,13.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,120.0,1.0,12,130.0,,9.0,,1010.0,,3.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,120.0,0.9,12,30.0,,3.0,,1820.0,,9.0,,False
lag1008,1,5161,EXP-041,3.0,0.0,120.0,0.8,12,0.0,,0.0,,2320.0,,11.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,0.0,1.0,12,130.0,,9.0,,900.0,,5.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,0.0,0.9,12,90.0,,6.0,,1170.0,,14.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,0.0,0.8,12,40.0,,3.0,,1740.0,,17.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,30.0,1.0,12,130.0,,9.0,,950.0,,4.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,30.0,0.9,12,60.0,,5.0,,1330.0,,11.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,30.0,0.8,12,30.0,,2.0,,1880.0,,16.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,60.0,1.0,12,130.0,,9.0,,960.0,,3.0,,True
lag1008,1,5161,EXP-041,3.0,10.0,60.0,0.9,12,60.0,,5.0,,1500.0,,10.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,60.0,0.8,12,40.0,,3.0,,2000.0,,13.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,120.0,1.0,12,130.0,,9.0,,1010.0,,3.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,120.0,0.9,12,30.0,,3.0,,1820.0,,9.0,,False
lag1008,1,5161,EXP-041,3.0,10.0,120.0,0.8,12,0.0,,0.0,,2320.0,,11.0,,False
lag144,1,5161,EXP-035,3.0,0.0,0.0,1.0,12,500.0,,9.0,,910.0,,12.0,,False
lag144,1,5161,EXP-035,3.0,0.0,0.0,0.9,12,300.0,,4.0,,1460.0,,21.0,,False
lag144,1,5161,EXP-035,3.0,0.0,0.0,0.8,12,90.0,,4.0,,2530.0,,19.0,,False
lag144,1,5161,EXP-035,3.0,0.0,30.0,1.0,12,450.0,,9.0,,1030.0,,10.0,,True
lag144,1,5161,EXP-035,3.0,0.0,30.0,0.9,12,270.0,,4.0,,1620.0,,17.0,,False
lag144,1,5161,EXP-035,3.0,0.0,30.0,0.8,12,80.0,,3.0,,2650.0,,14.0,,False
lag144,1,5161,EXP-035,3.0,0.0,60.0,1.0,12,390.0,,8.0,,1190.0,,9.0,,False
lag144,1,5161,EXP-035,3.0,0.0,60.0,0.9,12,240.0,,4.0,,1700.0,,13.0,,False
lag144,1,5161,EXP-035,3.0,0.0,60.0,0.8,12,80.0,,3.0,,2810.0,,14.0,,False
lag144,1,5161,EXP-035,3.0,0.0,120.0,1.0,12,290.0,,6.0,,1450.0,,7.0,,False
lag144,1,5161,EXP-035,3.0,0.0,120.0,0.9,12,140.0,,2.0,,2070.0,,11.0,,False
lag144,1,5161,EXP-035,3.0,0.0,120.0,0.8,12,80.0,,3.0,,2900.0,,11.0,,False
lag144,1,5161,EXP-035,3.0,10.0,0.0,1.0,12,500.0,,9.0,,910.0,,12.0,,False
lag144,1,5161,EXP-035,3.0,10.0,0.0,0.9,12,300.0,,4.0,,1460.0,,21.0,,False
lag144,1,5161,EXP-035,3.0,10.0,0.0,0.8,12,90.0,,4.0,,2530.0,,19.0,,False
lag144,1,5161,EXP-035,3.0,10.0,30.0,1.0,12,450.0,,9.0,,1030.0,,10.0,,True
lag144,1,5161,EXP-035,3.0,10.0,30.0,0.9,12,270.0,,4.0,,1620.0,,17.0,,False
lag144,1,5161,EXP-035,3.0,10.0,30.0,0.8,12,80.0,,3.0,,2650.0,,14.0,,False
lag144,1,5161,EXP-035,3.0,10.0,60.0,1.0,12,390.0,,8.0,,1190.0,,9.0,,False
lag144,1,5161,EXP-035,3.0,10.0,60.0,0.9,12,240.0,,4.0,,1700.0,,13.0,,False
lag144,1,5161,EXP-035,3.0,10.0,60.0,0.8,12,80.0,,3.0,,2810.0,,14.0,,False
lag144,1,5161,EXP-035,3.0,10.0,120.0,1.0,12,290.0,,6.0,,1450.0,,7.0,,False
lag144,1,5161,EXP-035,3.0,10.0,120.0,0.9,12,140.0,,2.0,,2070.0,,11.0,,False
lag144,1,5161,EXP-035,3.0,10.0,120.0,0.8,12,80.0,,3.0,,2900.0,,11.0,,False
lstm,1,5161,EXP-053,3.0,0.0,0.0,1.0,12,130.0,10.0,8.333333333333334,0.5773502691896257,923.3333333333334,30.550504633038933,4.666666666666667,0.5773502691896258,True
lstm,1,5161,EXP-053,3.0,0.0,0.0,0.9,12,36.666666666666664,5.773502691896258,3.6666666666666665,0.5773502691896258,1536.6666666666667,58.59465277082315,7.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,0.0,0.8,12,0.0,0.0,0.0,0.0,2310.0,125.29964086141668,9.333333333333334,1.1547005383792517,False
lstm,1,5161,EXP-053,3.0,0.0,30.0,1.0,12,130.0,10.0,8.333333333333334,0.5773502691896257,930.0,36.05551275463989,4.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,30.0,0.9,12,36.666666666666664,5.773502691896258,3.6666666666666665,0.5773502691896258,1540.0,62.44997998398398,7.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,30.0,0.8,12,0.0,0.0,0.0,0.0,2336.6666666666665,130.12814197295424,9.333333333333334,1.1547005383792517,False
lstm,1,5161,EXP-053,3.0,0.0,60.0,1.0,12,130.0,10.0,8.333333333333334,0.5773502691896257,960.0,36.05551275463989,4.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,60.0,0.9,12,36.666666666666664,5.773502691896258,3.6666666666666665,0.5773502691896258,1560.0,60.0,7.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,60.0,0.8,12,0.0,0.0,0.0,0.0,2406.6666666666665,160.41612554021285,9.333333333333334,1.1547005383792517,False
lstm,1,5161,EXP-053,3.0,0.0,120.0,1.0,12,120.0,10.0,7.333333333333333,0.5773502691896258,1120.0,70.0,4.666666666666667,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,120.0,0.9,12,36.666666666666664,5.773502691896258,3.6666666666666665,0.5773502691896258,1633.3333333333333,87.36894948054105,7.333333333333333,0.5773502691896258,False
lstm,1,5161,EXP-053,3.0,0.0,120.0,0.8,12,0.0,0.0,0.0,0.0,2546.6666666666665,224.79620400116488,9.333333333333334,1.1547005383792517,False
